id_producto;nombre;categoria;subcategoria;marca;precio_lista;costo
324;Huawei Gama Baja NS-4492;celulares;Gama Baja;Huawei;4644.78;3331.14
325;D-Link Tarjetas de Red KH-3596;Redes;Tarjetas de Red;D-Link;856.52;562.01
326;Lenovo iPadOS WB-5045;  Tablets  ;iPadOS;Lenovo;2925.08;2199.34
327;Apple Gama Media YO-5669;  Celulares  ;Gama Media;Apple;5142.08;2902.51
328;Lenovo Ultrabook IT-7540;Laptops;Ultrabook;Lenovo;2529.78;2010.33
329;Razer Combos EE-4286;Perifericos;Combos;Razer;75.39;60.26
330;D-Link Tarjetas de Red ZC-8925;REDES;Tarjetas de Red;D-Link;763.92;460.82
331;HP Convertible VD-1402;laptops;Convertible;HP;4848.05;3602.31
332;Bose Parlantes BV-3857;audio;Parlantes;Bose;965.04;713.43
333;Motorola Gama Alta YE-2648;celulares;Gama Alta;Motorola;4104.51;2659.84
334;Lenovo Gaming KP-6384;LAPTOPS;Gaming;Lenovo;2813.93;2106.23
335;Targus Cables MU-6806;Accesorios;Cables;Targus;123.89;74.04
336;Acer Convertible UF-8530;  Laptops  ;Convertible;Acer;7660.03;5522.6
337;Belkin Cables JK-0127;  ACCESORIOS  ;Cables;Belkin;347.58;220.75
338;HP Gaming ZN-6951;Laptops;Gaming;HP;4743.87;2640.93
339;Asus Desktop XJ-3048;Computadoras;Desktop;Asus;2320.48;1662.42
340;Kingston Memorias RAM YW-7758;Componentes;Memorias RAM;Kingston;1651.61;1141.58
341;Asus Desktop UA-7036;Computadoras;Desktop;Asus;4827.4;3514.39
342;Motorola Gama Baja NQ-2036;Celulares;Gama Baja;Motorola;3795.79;2565.29
343;HP Empresarial QZ-4439;laptops;Empresarial;HP;3308.0;2645.97
344;Lenovo Ultrabook OG-8963;Laptops;Ultrabook;Lenovo;4791.67;3652.85
345;Motorola Gama Alta OX-8123;celulares;Gama Alta;Motorola;1859.97;1437.2
346;Apple Gama Baja TV-7617;celulares;Gama Baja;Apple;4048.36;2975.86
347;Seagate Pendrives CT-0731;ALMACENAMIENTO;Pendrives;Seagate;1193.92;896.39
348;Bose Parlantes BL-4577;Audio;Parlantes;Bose;1348.42;1046.96
349;TP-Link Enchufes Inteligentes ZC-6263;Hogar Inteligente;Enchufes Inteligentes;TP-Link;945.17;565.9
350;Razer Volantes NJ-8508;Gaming;Volantes;Razer;364.12;229.21
351;Lenovo Convertible YF-9774;;Convertible;Lenovo;7674.63;4871.0
352;Microsoft Volantes PP-5944;Gaming;Volantes;Microsoft;1778.26;1025.84
353;Razer Teclados LW-4852;Perifericos;Teclados;Razer;542.38;417.84
354;HP Convertible BW-3774;  laptops  ;Convertible;HP;3421.62;2474.12
355;Dell Gaming AJ-3767;laptops;Gaming;Dell;2823.1;1707.04
356;Logitech Audifonos JB-7404;Audio;Audifonos;Logitech;464.64;325.2
357;TP-Link Focos Inteligentes FT-7675;Hogar Inteligente;Focos Inteligentes;TP-Link;964.3;610.62
358;AMD Procesadores TF-9753;Componentes;Procesadores;AMD;1163.23;644.35
359;Apple Gama Media PX-1573;Celulares;Gama Media;Apple;2468.69;1706.09
360;Anker Cables DY-3099;Accesorios;Cables;Anker;379.92;215.61
361;JBL Parlantes VC-0094;AUDIO;Parlantes;JBL;111.41;79.33
362;Lenovo Gaming UG-6565;  LAPTOPS  ;Gaming;Lenovo;7651.62;5861.79
363;HP Ultrabook VP-2344;  laptops  ;Ultrabook;HP;6583.86;4667.79
364;NVIDIA Fuentes de Poder PV-8565;Componentes;Fuentes de Poder;NVIDIA;3092.65;2225.36
365;Xtech Protectores de Pantalla BC-2326;Accesorios;Protectores de Pantalla;Xtech;310.43;215.39
366;HP Impresoras Laser BK-0047;Impresion;Impresoras Laser;HP;2469.92;1543.81
367;Asus Convertible TL-1103;Laptops;Convertible;Asus;6254.41;4970.06
368;Asus Empresarial MS-5611;LAPTOPS;Empresarial;Asus;4306.1;2435.39
369;Western Digital Pendrives VZ-9899;almacenamiento;Pendrives;Western Digital;1140.5;769.55
370;AOC Gaming GR-5118;Monitores;Gaming;AOC;3223.16;1880.22
371;Belkin Mochilas YR-5837;ACCESORIOS;Mochilas;Belkin;165.97;114.49
372;Redragon Teclados UT-6614;Perifericos;Teclados;Redragon;508.14;399.16
373;Belkin Mochilas GP-7761;accesorios;Mochilas;Belkin;334.99;200.29
374;Apple Android RU-6870;Tablets;Android;Apple;2258.6;1753.5
375;HyperX Mouse QP-7966;perifericos;Mouse;HyperX;782.85;623.12
376;Razer Teclados BV-6829;Perifericos;Teclados;Razer;706.9;565.38
377;Brother Impresoras Laser VM-5256;impresion;Impresoras Laser;Brother;1710.9;1302.48
378;Acer Gaming PN-9508;laptops;Gaming;Acer;5626.34;3399.04
379;Asus Empresarial SO-1423;LAPTOPS;Empresarial;Asus;7303.66;5184.95
380;Xiaomi Gama Media FB-0292;Celulares;Gama Media;Xiaomi;2565.98;2035.64
381;Xtech Soportes ER-4054;Accesorios;Soportes;Xtech;21.0;16.69
382;Samsung iPadOS LJ-3986;tablets;iPadOS;Samsung;2964.42;2158.6
383;Belkin Soportes EN-1405;Accesorios;Soportes;Belkin;355.75;220.72
384;Sony Audifonos CT-1866;  Audio  ;Audifonos;Sony;620.87;423.05
385;Logitech Webcams NJ-7473;PERIFERICOS;Webcams;Logitech;341.22;227.24
386;Apple Gama Alta UV-9147;Celulares;Gama Alta;Apple;3802.82;2813.1
387;ASUS Profesional DT-8524;Monitores;Profesional;ASUS;3433.04;1937.29
388;Razer Teclados UM-4203;  Perifericos  ;Teclados;Razer;483.54;270.33
389;Motorola Gama Alta VR-4410;Celulares;Gama Alta;Motorola;5471.04;3753.84
390;ASUS Estandar PO-2387;Monitores;Estandar;ASUS;1746.49;1348.36
391;Lenovo iPadOS AT-5186;Tablets;iPadOS;Lenovo;3521.17;2208.82
392;Razer Teclados NF-7741;Perifericos;Teclados;Razer;149.3;112.91
393;Ubiquiti Switches RM-3518;  Redes  ;Switches;Ubiquiti;505.28;281.18
394;Intel Memorias RAM XM-0258;COMPONENTES;Memorias RAM;Intel;1280.94;836.89
395;Canon Impresoras Tinta FW-4658;Impresion;Impresoras Tinta;Canon;1970.09;1202.72
396;Xiaomi Camaras de Seguridad XO-3988;hogar inteligente;Camaras de Seguridad;Xiaomi;1089.66;743.33
397;Razer Teclados MU-2178;  PERIFERICOS  ;Teclados;Razer;724.96;514.02
398;HyperX Mouse ZK-5990;Perifericos;Mouse;HyperX;609.35;370.96
399;Belkin Protectores de Pantalla JY-8412;Accesorios;Protectores de Pantalla;Belkin;219.59;153.91
400;Dell Ultrabook YD-5581;laptops;Ultrabook;Dell;3511.81;2306.15
401;ASUS Curvo IN-5923;  Monitores  ;Curvo;ASUS;2834.85;1759.25
402;Huawei Gama Baja IW-1934;Celulares;Gama Baja;Huawei;3662.66;2577.61
403;Asus Convertible UD-9180;Laptops;Convertible;Asus;1516.05;1181.63
404;Asus Ultrabook YM-3814;Laptops;Ultrabook;Asus;7336.14;4767.05
405;Bose Barras de Sonido TK-4292;Audio;Barras de Sonido;Bose;319.14;241.26
406;Motorola Gama Baja DV-1959;celulares;Gama Baja;Motorola;2564.45;1563.05
407;Brother Multifuncionales LE-3091;Impresion;Multifuncionales;Brother;2174.17;1398.01
408;Samsung Gama Media MS-8527;  Celulares  ;Gama Media;Samsung;4731.97;3641.86
409;JBL Barras de Sonido FM-1146;audio;Barras de Sonido;JBL;1394.74;900.67
410;Lenovo All in One XM-3155;;All in One;Lenovo;2062.29;1479.61
411;LG Curvo CM-0153;Monitores;Curvo;LG;968.94;603.7
412;Razer Teclados CC-0440;;Teclados;Razer;132.3;72.88
413;Belkin Soportes NV-8110;ACCESORIOS;Soportes;Belkin;132.37;80.13
414;Sony Volantes TQ-6598;Gaming;Volantes;Sony;2582.2;1828.38
415;Motorola Gama Alta VT-5576;Celulares;Gama Alta;Motorola;5225.17;3540.61
416;AOC Estandar TH-6345;monitores;Estandar;AOC;2314.18;1678.13
417;Redragon Mouse GJ-8299;Perifericos;Mouse;Redragon;739.39;522.75
418;Belkin Mochilas VJ-6994;ACCESORIOS;Mochilas;Belkin;240.98;152.4
419;HyperX Combos NU-0641;  PERIFERICOS  ;Combos;HyperX;105.62;64.17
420;Ubiquiti Tarjetas de Red SV-1061;Redes;Tarjetas de Red;Ubiquiti;615.64;364.23
421;LG Curvo BD-6691;;Curvo;LG;925.98;707.41
422;Lenovo Gaming IZ-8224;Laptops;Gaming;Lenovo;5752.53;4036.84
423;Corsair Memorias RAM AG-1682;Componentes;Memorias RAM;Corsair;1535.53;999.61
424;SanDisk Pendrives WO-2217;Almacenamiento;Pendrives;SanDisk;923.4;678.42
425;D-Link Routers KX-6269;  Redes  ;Routers;D-Link;180.86;103.95
426;Targus Fundas MO-6208;accesorios;Fundas;Targus;337.31;242.97
427;HyperX Webcams VA-4791;Perifericos;Webcams;HyperX;318.82;193.21
428;Logitech Audifonos IQ-0593;Audio;Audifonos;Logitech;1373.9;905.74
429;Samsung Gama Baja JO-5722;CELULARES;Gama Baja;Samsung;1916.15;1065.24
430;Redragon Combos JB-7032;PERIFERICOS;Combos;Redragon;791.06;596.31
431;Anker Fundas VN-0748;  accesorios  ;Fundas;Anker;254.15;170.37
432;Xiaomi Focos Inteligentes JD-7243;hogar inteligente;Focos Inteligentes;Xiaomi;569.76;443.96
433;TP-Link Tarjetas de Red FS-1295;  Redes  ;Tarjetas de Red;TP-Link;338.02;228.42
434;AOC Profesional RG-5205;Monitores;Profesional;AOC;908.67;580.81
435;Anker Soportes BZ-0286;Accesorios;Soportes;Anker;304.76;188.77
436;Huawei iPadOS BL-6048;  Tablets  ;iPadOS;Huawei;2695.88;1763.2
437;Intel Memorias RAM YW-2406;Componentes;Memorias RAM;Intel;3551.21;2367.99
438;Huawei Gama Alta ZZ-4747;Celulares;Gama Alta;Huawei;3315.21;2118.52
439;Apple Gama Alta BQ-9509;celulares;Gama Alta;Apple;2237.41;1476.13
440;Belkin Cables VB-1898;  accesorios  ;Cables;Belkin;297.61;213.38
441;Corsair Fuentes de Poder GY-6430;COMPONENTES;Fuentes de Poder;Corsair;208.78;132.6
442;Western Digital Discos SSD OG-5562;Almacenamiento;Discos SSD;Western Digital;490.28;338.76
443;Motorola Gama Alta GC-8788;  celulares  ;Gama Alta;Motorola;5528.8;4316.85
444;Dell Desktop NP-6569;Computadoras;Desktop;Dell;4675.96;2659.73
445;HyperX Combos AP-1360;Perifericos;Combos;HyperX;175.78;103.08
446;Asus Convertible FG-2290;LAPTOPS;Convertible;Asus;7615.57;5767.37
447;Asus Empresarial RE-3860;Laptops;Empresarial;Asus;5395.94;3281.94
448;Motorola Gama Alta WK-9471;CELULARES;Gama Alta;Motorola;5295.35;3063.79
449;Redragon Mouse BN-9038;PERIFERICOS;Mouse;Redragon;344.95;206.18
450;Kingston Tarjetas de Video LZ-5148;Componentes;Tarjetas de Video;Kingston;4714.35;3514.09
451;Dell Mini PC TK-5382;  Computadoras  ;Mini PC;Dell;5277.26;4139.27
452;Xiaomi Gama Alta TW-4419;celulares;Gama Alta;Xiaomi;2267.15;1318.52
453;Lenovo iPadOS UD-1479;Tablets;iPadOS;Lenovo;2888.68;1785.32
454;HP Convertible IJ-5347;LAPTOPS;Convertible;HP;3700.54;2454.54
455;HyperX Webcams VA-3951;Perifericos;Webcams;HyperX;559.71;316.49
456;Kingston Fuentes de Poder VU-7309;;Fuentes de Poder;Kingston;1478.54;1163.6
457;Apple iPadOS AZ-3267;  Tablets  ;iPadOS;Apple;940.42;526.99
458;Huawei Gama Media ZO-8488;  CELULARES  ;Gama Media;Huawei;1401.72;998.66
459;Canon Toners SQ-8656;Impresion;Toners;Canon;918.89;638.12
460;D-Link Switches XQ-2925;REDES;Switches;D-Link;394.73;223.65
461;Xiaomi Gama Media KT-8228;  Celulares  ;Gama Media;Xiaomi;5345.17;4041.59
462;Apple Gaming NJ-8018;Laptops;Gaming;Apple;2955.67;2193.97
463;Kingston Tarjetas de Video BG-3530;COMPONENTES;Tarjetas de Video;Kingston;3847.84;2319.37
464;Anker Mochilas UT-8568;accesorios;Mochilas;Anker;316.69;189.81
465;Logitech Combos GB-6767;  Perifericos  ;Combos;Logitech;125.95;80.65
466;Logitech Parlantes ZJ-9645;Audio;Parlantes;Logitech;528.69;377.58
467;Motorola Gama Baja KU-3744;;Gama Baja;Motorola;4438.76;2840.35
468;Western Digital Memorias microSD FO-9752;Almacenamiento;Memorias microSD;Western Digital;198.56;127.18
469;Intel Memorias RAM UW-5317;COMPONENTES;Memorias RAM;Intel;2234.46;1470.89
470;ASUS Profesional SN-5928;Monitores;Profesional;ASUS;3466.41;2073.92
471;Kingston Pendrives RF-7487;Almacenamiento;Pendrives;Kingston;680.07;444.36
472;JBL Parlantes RK-1486;Audio;Parlantes;JBL;1287.62;858.4
473;Xtech Soportes VP-6751;accesorios;Soportes;Xtech;51.11;36.46
474;Apple Android BQ-1997;  Tablets  ;Android;Apple;1914.83;1326.51
475;AMD Memorias RAM AW-5349;Componentes;Memorias RAM;AMD;2032.54;1274.57
476;Logitech Audifonos TH-5156;Audio;Audifonos;Logitech;783.09;493.99
477;Xiaomi Gama Media MB-9678;celulares;Gama Media;Xiaomi;4737.02;3552.43
478;Motorola Gama Baja NW-3009;celulares;Gama Baja;Motorola;1865.23;1137.39
479;Targus Fundas ZY-8201;  ACCESORIOS  ;Fundas;Targus;313.04;178.01
480;Canon Toners KE-3015;Impresion;Toners;Canon;284.76;174.64
481;Belkin Mochilas IH-2242;  Accesorios  ;Mochilas;Belkin;347.77;259.21
482;Intel Fuentes de Poder XQ-4834;COMPONENTES;Fuentes de Poder;Intel;1742.79;1342.62
483;Bose Audifonos AJ-9276;;Audifonos;Bose;478.49;318.58
484;Belkin Protectores de Pantalla BP-0984;ACCESORIOS;Protectores de Pantalla;Belkin;362.83;259.36
485;TP-Link Tarjetas de Red RA-0180;Redes;Tarjetas de Red;TP-Link;93.01;65.21
486;Razer Consolas AE-3348;GAMING;Consolas;Razer;208.07;158.33
487;Targus Protectores de Pantalla XY-5373;Accesorios;Protectores de Pantalla;Targus;106.61;81.18
488;JBL Audifonos GW-8667;Audio;Audifonos;JBL;892.01;678.62
489;Samsung Gama Media BW-5446;CELULARES;Gama Media;Samsung;4828.79;3035.52
490;Seagate Pendrives CN-3926;  Almacenamiento  ;Pendrives;Seagate;563.22;326.24
491;Dell Curvo OS-6746;Monitores;Curvo;Dell;1200.48;690.44
492;Dell Gaming OV-2720;laptops;Gaming;Dell;6570.46;5061.55
493;Xtech Soportes KE-3649;accesorios;Soportes;Xtech;343.77;260.43
494;Dell Gaming WA-1928;Laptops;Gaming;Dell;6635.8;4949.12
495;HP Desktop VC-7285;;Desktop;HP;4377.64;2902.93
496;Xtech Soportes UY-2155;accesorios;Soportes;Xtech;282.73;222.72
497;Asus Gaming RF-3830;;Gaming;Asus;1763.95;1399.51
498;Dell Gaming IF-7558;LAPTOPS;Gaming;Dell;4010.27;2857.29
499;Targus Mochilas QN-2626;  ACCESORIOS  ;Mochilas;Targus;113.01;62.98
500;HyperX Combos PG-9567;Perifericos;Combos;HyperX;398.05;249.47
